0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,1,0,0,1,6,7,6,9,0,2,4,9,6,3,6,32694901.094161935,0.0,199302948.34470654,0.0,81078228.60264628,0.0,40655935.96027833,2.333645771069062e-05,182021031.50091547,0.002538246332000095,303800000.0,1562.7749545328347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,1,7,0,3,2,3,0,0,7,1,4,89068254.21950817,0.0,217627170.58040905,0.0,85426122.39092313,0.0038100012449438876,10178323.937364802,5.718798841070712e-05,337453984.98280466,0.01128193662644206,0.0,7349.562272755405
0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,2,2,3,4,0,0,0,0,1,0,5,0,1,1,0,5,139087453.71415257,0.0,0.0,0.0,20299287.62732069,0.0,18545877.781152677,0.0,559072481.7352722,0.028835332789925915,914500000.0,13799.09682771734
0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,2,0,7,4,1,0,0,4,0,6,0,4,0,6,6,5,128674397.76670545,0.0,38245121.951764055,0.0,62318902.73577461,0.0,10314005.610730577,2.0408011313925154e-05,164992873.4544418,0.0012923273180940424,1208900000.0,530.052697766668
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,4,0,7,1,4,147547517.39126718,0.04963054146880313,73315450.27094865,0.0,34444555.160893224,0.008803977070436793,19176830.963968083,0.0,128131699.619782,0.0036318518883602024,242400000.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,0,4,3,1,0,2,3,109899818.64018393,0.016543513822934376,131628893.67090376,0.0012365167601933163,24198032.45136138,0.0,27361462.96777778,0.0,1836443215.141102,0.7265296433494595,30700000.0,0.0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,5,7,1,4,4,7,0,0,3,5,4,0.0,0.0,258203197.77719635,0.0,78838417.54582977,0.0,14261651.781499248,0.0,856295567.9885201,0.11036753777009756,363800000.0,11423.075520550829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,4,7,4,0,0,3,3,0,0,2,0,117999895.068093,0.0,146399641.74731338,0.004243330239733379,26403379.542306438,0.0,17803345.000196747,0.0,2230995255.4649954,0.8949011066187958,0.0,0.0
1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,0,6,0,7,6,1,0,1,6,1,37255203.23710208,0.0,8145788.450288703,0.0013545471580036041,73264038.44066289,0.0,20319063.206658736,0.0,335467570.22929317,0.032940523471420256,1480600000.0,4094.044402208054
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,7,7,0,1,0,2,7,4,5,0,1,3,1,3,203528370.7333413,0.001985221658752125,38245121.951764055,0.0,94494573.90116078,0.0,18545877.781152677,0.0,1388477404.2559712,0.06440822139815408,61400000.0,41342.282313253374
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,5,7,0,1,0,0,0,4,0,4,0,0,6,6,10,134576627.39671084,0.0,38245121.951764055,0.0,31559312.4900991,0.0005342732041791985,9695195.36216505,0.0,488711409.9794973,0.015851238302604414,333100000.0,9678.660888744089
0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,7,8,0,0,5,0,4,1,0,0,4,1,3,103162272.08375776,0.0,81277411.11097889,0.0,60031921.43603267,0.0,6320800.309666242,0.0,350348835.45934516,0.10451877167366368,1095300000.0,0.0
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4,0,0,0,9,7,6,6,7,2,7,7,3,119252509.8856793,0.0,8125129.855887074,0.0037443721357661493,140665721.3776699,0.0,41381773.35645638,0.0,218186608.15352464,0.029743262626101274,236500000.0,0.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,6,1,0,0,0,1,3,2,0,6,2,4,72222705.9376919,0.0,112832601.01821715,0.0,81810176.35095488,0.053122751347555494,16563094.679399516,0.0,250125163.5669011,0.056232349672115406,205800000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,7,4,8,3,0,0,0,3,0,1,0,4,7,152344777.88084683,0.001985221658752125,217929442.07878172,0.0,10311865.895585323,0.001068546408358397,16307021.185914986,2.859399420535356e-05,1348980003.5627851,0.06223785761714202,30700000.0,41178.03934359793
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,6,0,0,0,7,2,7,2,2,0,0,6,1,145883058.26646656,0.0,8166447.044690322,0.0013611203471313926,108572713.90717748,0.0,19458352.553889103,0.00040406959292256804,1240998800.5332434,0.17407681014953053,115300000.0,18184.08773040517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,1,0,5,0,1,0,0,2,6,3,7,144075745.84278923,0.0,80553692.45028657,0.001290728048861426,52811167.63503672,0.0,73153638.77771004,0.01521947164170587,415945489.0419148,0.11675508967139699,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,6,7,5,0,4,3,1,1,3,1,4,89068254.21950817,0.0,164915358.2954411,0.001527598886304016,60031921.43603267,0.0,22674612.19534176,0.0,1365194901.464461,0.18920130311150868,0.0,19586.95916439617
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,4,1,2,6,2,0,1,1,76431543.68310125,0.0,0.0,0.0,49622725.1402255,0.0,32255166.36387624,0.0004877929736337236,1806301805.935713,0.6955145575309155,182600000.0,0.0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,6,0,0,0,3,0,7,7,7,2,7,7,3,194138732.09069538,0.016543513822934376,5416753.23725805,0.0024962480905107664,62048975.90137317,0.0,44040927.70340644,0.0,213023072.0150121,0.027337356513659594,151900000.0,0.0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,1,0,0,3,4,3,7,0,4,0,2,4,47847947.961454235,0.0,38245121.951764055,0.0,84016058.9050726,0.0,26527642.362493023,0.0,1845211102.8388054,0.08749312903945175,146000000.0,57350.211297214126
1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,3,3,0,0,0,1,0,0,3,1,7,7,7,1,124806693.77081512,0.0,8187105.63909195,0.001367693536259183,20299287.62732069,0.0,31757757.28158001,0.0,163442447.54047418,0.003551626452139824,1187900000.0,444.6525506572981
1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3,5,7,7,0,5,6,0,0,6,7,5,0.0,0.0,209479019.1384942,0.0,70656192.99188861,0.0,12586457.998778107,0.0,171680441.2405538,0.008623149527738065,1045000000.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,7,2,6,7,1,4,0,2,1,1,0,7,4,5,213977821.79557136,0.0,214929941.12861308,0.0,51760044.33566119,0.0,30867054.539109893,0.004668302965990015,257813209.16457582,0.050724548615778006,61400000.0,0.0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,7,3,0,6,3,1,1,0,1,5,0.0,0.0,137220471.0599543,0.0,58926842.49039639,0.0,22674612.19534176,0.0,1394950811.8896856,0.19055663911704568,236500000.0,21616.641675137078
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,6,3,3,0,4,4,3,5,0,1,7,117321508.75314102,0.0024815270734401575,127303554.60494328,0.00019004222870107354,53401633.19836887,0.0,33368414.86596561,0.0,1631278480.068587,0.09542385296357898,0.0,40990.34299574101
0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,2,7,0,0,6,0,4,0,2,3,2,7,1,1,110130504.5881955,0.0,71475629.07363068,0.0009030314386690694,26403379.542306438,0.0,25046464.98747097,0.0,108628166.34997386,0.0,1006700000.0,67.24351614552351
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,1,9,7,0,0,0,6,2,3,4,4,1,53972506.18695759,0.0,233905402.69181755,0.0,0.0,0.0,32616604.291492917,0.0,267143628.77046677,0.02415998610006489,357700000.0,2509.9457254330105
0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,2,0,3,0,0,0,1,0,0,4,5,0,0,7,3,1,42291505.65437629,0.0,43634330.39648661,0.0003707854418389542,26403379.542306438,0.0,11068771.68625446,0.0,141960315.05439228,0.0015546073847203066,1172300000.0,705.0988153883534
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,5,1,0,2,0,6,4,0,1,0,0,7,7,2,5,92648501.6727509,0.0,113454271.89419729,0.0,49622725.1402255,0.0,75703153.74319537,0.0016868377028902862,170085855.39534628,0.0021105065848576283,146000000.0,3379.3641472032486
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,7,2,7,4,7,0,0,0,4,4,1,7,2,6,160540607.98897105,0.0,246921545.1114205,0.0,0.0,0.0,29055140.81460571,0.0,217019604.5266335,0.03581332818993403,182600000.0,0.0
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,6,6,7,0,7,7,0,0,2,2,0,0,9,3,2,236973610.78838855,0.0,166071355.5283289,0.0,22167818.198803753,0.0,7332080.219521779,0.0,135456473.7017713,0.0,1549600000.0,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,7,1,4,3,1,3,0,68139002.95605196,0.0,8166447.044690322,0.003780889853142757,100825922.110084,0.0,35500975.13855788,0.0023032461490255837,1837119979.2993984,0.7323911155793043,115300000.0,0.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,1,5,7,3,7,4,0,0.0,0.0,143544827.01532292,0.0012602966177142523,49622725.1402255,0.0,40590823.932810694,0.0,226848710.66031814,0.06067644258401674,115300000.0,0.0
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,7,0,7,0,7,0,1,5,1,7,3,3,147547517.39126718,0.017866994928769128,166071355.5283289,0.0,34221561.73832255,0.0,27553437.23574737,0.00017278652651119477,133656838.60267448,0.0013074666798096727,273100000.0,677.8981883724925
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,6,0,3,0,0,1,1,0,6,5,32694901.094161935,0.0,170412539.95937306,0.00045370678237713086,24198032.45136138,0.0,57112236.24813445,0.0037779218503278937,1092783060.7244916,0.14842152328623046,115300000.0,16452.9798836945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,8,3,0,0,5,3,2,3,0,7,7,37255203.23710208,0.0,153053655.8762899,0.0005091996287680054,102158441.03671134,0.0076092036593356045,26562940.128449157,0.0,951116294.8040673,0.04178355479923758,0.0,29148.852451644925
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,7,7,1,2,3,7,7,0,32694901.094161935,0.0,91673791.64566681,0.008486660479466758,126230340.73617607,0.0,32407202.184050962,0.0023032461490255837,218420843.01065737,0.050724548615778006,84600000.0,0.0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,1,7,7,1,7,1,2,0,1,7,0,6,82177854.37813279,0.0,209991277.7959833,0.0,82249684.10252997,0.0,15608310.512689803,0.00014001874626414372,143809544.77620792,0.007462115446657471,411600000.0,738.9363519155929
1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,6,0,4,0,0,0,3,6,2,5,2,0,8,7,3,119252509.8856793,0.0,0.0,0.0,88922169.59838012,0.0,19742157.81013341,0.0,156527977.016387,0.0,1075700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,6,0,0,0,0,0,3,1,0,0,1,4,147046891.04121014,0.0,66045103.44010488,0.0,110127764.17445813,0.0952500311235972,15444563.06553661,0.0,1824778761.5131285,0.7213160843929851,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,1,5,1,7,0,3,0.0,0.0,168793504.54322565,0.0012602966177142523,34221561.73832255,0.0,34654247.49976085,0.0023032461490255837,350733293.6666239,0.11553527551659093,115300000.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,4,0,0,1,0,3,2,1,2,78453877.84187987,0.0,53358573.6002109,0.0,26403379.542306438,0.0,33561775.32410087,0.004686642794832758,1759466225.2477932,0.6871154009941838,84600000.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,7,6,7,4,0,1,0,7,6,2,32694901.094161935,0.0,164915358.2954411,0.001527598886304016,114129776.63094811,0.0,55444745.758932814,0.004203020871054536,179204456.07207152,0.006331519754572886,84600000.0,1524.0331142683508
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,7,0,1,5,1,7,5,3,0.0,0.0,78732203.5082067,0.0008986493125838758,39343102.75210238,0.0015837626101408782,31657828.915257905,0.00054986861753413,201630414.04129395,0.010055055352131869,369700000.0,1181.9577386153328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,3,3,0,0,0,2,0,4,7,81877406.891251,0.016543513822934376,140030419.91894764,0.0012669481913404903,50962397.12067895,0.0,72834081.14493968,0.01508539151606796,1286469148.6559203,0.489765178102066,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,7,0,1,0,0,1,3,0,0,0,1,7,140249369.74390027,0.0,121701716.67461371,0.0,106223384.5089383,0.07439932367300987,8453407.696608048,0.0,1623943131.1833453,0.6327382837303935,84600000.0,0.0
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,5,0,1,0,0,0,0,2,5,2,0,1,6,88511693.9986257,0.0,40953498.57039308,0.000149774885430646,15364623.04133951,0.0015837626101408782,30315008.64702694,5.8535156836046816e-05,1361663207.0808752,0.061658912634137614,538900000.0,43884.91514595184
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,5,5,6,2,0,0,0,0,4,1,1,9,1,2,154539421.81426284,0.0,118427379.06875929,0.0,0.0,0.0,24402350.586868413,0.0,125583209.59912494,0.0,831600000.0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,4,0,1,3,0,0.0,0.0,27537512.06207724,0.012729990719200137,114168162.73864907,0.03166002011993097,25277084.732069276,0.0022092412717784676,1836924555.3061223,0.73229998236877,84600000.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,4,0,0,7,0,7,0,1,0,6,2,146212959.55563235,0.03308702764586875,131321771.566306,0.0,34221561.73832255,0.0,22258486.725668453,0.0,1206245679.2047715,0.4671857977293415,30700000.0,0.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,0,4,0,0,3,0,1,0,1,7,0,3,8,110573595.57493308,0.0,53358573.6002109,0.0,46650169.32145682,0.0,61039889.48811861,0.009371811826125905,1432092909.8054764,0.5481850048837205,61400000.0,0.0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,2,0,0,5,5,0,3,0,0,165766213.13166678,0.0,27537512.06207724,0.012729990719200137,22167818.198803753,0.0,24162426.948826768,0.0,1962807959.531084,0.7927135806870627,253800000.0,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,6,7,0,0,0,6,3,7,0,1,7,3,37255203.23710208,0.0,155736187.608082,0.0,41710663.614296935,0.0013356830104479967,25090042.904900603,3.574249275669196e-05,948745776.499297,0.0515071520017016,115300000.0,21905.878511767543
1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,6,6,7,0,7,0,0,0,0,2,1,1,9,3,4,236973610.78838855,0.0,73315450.27094865,0.0,0.0,0.0,21083390.673844058,0.0,144135123.2260217,0.0,563500000.0,0.0
1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3,7,1,0,8,0,3,1,1,4,1,0,0,5,1,5,109503342.08350585,0.0,143874485.18893084,0.0,69530880.80245753,0.0,6320800.309666242,0.0,174173651.95499068,0.0031463458996204233,1301100000.0,1972.0230127327131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,3,2,0,0,1,3,131162431.79431592,0.0,59360043.33204836,0.009777388528328185,110010833.08738539,0.09507005061439434,16563094.679399516,0.0,2038074595.9899356,0.808793026244863,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,1,7,0,0,0,2,3,0,0,0,3,0,91474011.45146535,0.0024815270734401575,114065823.89018795,0.0,27289359.21258359,0.0006599010875586994,8453407.696608048,0.0,1508648566.8000975,0.08889379572303055,151900000.0,39713.675698069244
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,6,7,7,0,0,0,0,0,3,2,0,0,4,4,1,249537648.9634626,0.0,8083812.667083828,0.003707854418389542,24198032.45136138,0.0,7332080.219521779,0.0,267084247.14933515,0.06708338072247307,698400000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,0,7,0,3,0,7,0,4,2,7,168435015.68276837,0.016543513822934376,8139541.834466634,0.003757109995621821,64835987.44502628,0.0,44662845.12957695,0.006894410303071614,928022291.6697675,0.3369756378766742,30700000.0,0.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,0,7,0,2,0,0,6,2,0.0,0.0,53358573.6002109,0.0,62048975.90137317,0.0,28406554.853428118,0.0050167624211671525,1200952200.0534613,0.4647210804755597,558500000.0,0.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,3,6,0,0,0,7,2,3,7,0,9,1,0,138250760.0165972,0.0024815270734401575,66045103.44010488,0.0,62267437.976033404,0.0,24227584.784522224,0.0,86991916.17017467,0.0,151900000.0,285.98714749784017
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,4,3,1,0,0,4,5,53972506.18695759,0.0,46514861.9684625,0.0038721841465842784,90110887.92318824,0.0317500103745324,15444563.06553661,0.0,1385667505.933663,0.5384093394639335,84600000.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,5,0,3,0,0,0,2,1,0,3,4,77099991.75787257,0.0,62132251.94563606,0.0012602966177142523,24198032.45136138,0.0,49959988.327302665,0.008389189249650162,1542573140.8939989,0.6032172452113591,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,3,3,0,5,1,2,0,3,4,120405652.3000502,0.016543513822934376,76045125.06629111,0.0012669481913404903,50962397.12067895,0.0,27515640.930190742,0.0,1569331074.2831573,0.6156516931812861,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0,7,5,3,0,0,7,3,3,131059912.68834007,0.011911329952512751,59410102.93073928,0.0,70656192.99188861,0.0,8453407.696608048,0.0,189401099.1645117,0.009841448344917455,151900000.0,1293.407841732886
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,7,8,7,0,0,0,0,3,1,6,1,4,72222705.9376919,0.0,297505741.65002626,0.0,15442004.892868366,0.01331712801615347,31269590.00505921,0.0036490641043189654,543459379.2786874,0.18260117215607138,286800000.0,0.0
1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,6,0,0,0,6,4,7,6,0,0,7,0,0,60717312.84309486,0.0,8083812.667083828,0.0005561781627584314,111587165.10475199,0.0,12586457.998778107,0.0,117188494.08608809,0.00466382215416092,1210600000.0,1948.7512215384722
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,2,0,0,3,5,0,0,0,0,1,3,0,3,3,1,37255203.23710208,0.0,113553565.23269883,0.0,15338829.090829886,0.0015789983595416992,18920106.033457324,0.00011316508325863168,703998387.6116534,0.030070312687096555,577200000.0,19918.044968311795
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,3,8,7,0,0,1,0,0,1,7,2,5,72222705.9376919,0.0,243838886.8270765,0.0,20299287.62732069,0.0,77011655.84323733,0.016400302254835433,170085855.39534628,0.017587554873813575,279200000.0,0.0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,5,5,6,0,2,3,185813292.8768059,0.0,8063154.0726822,0.003689595559701235,0.0,0.0,41775148.81066066,0.0,1841886133.0360456,0.7290678709955369,146000000.0,0.0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,7,0,7,5,3,0,0,6,3,3,0.0,0.0,121229975.87047109,0.0,98803577.93754816,0.008744010559194063,8453407.696608048,0.0,234950655.650498,0.01780640500537607,205800000.0,2005.3555116223836
